filename,length,zero_crossing_rate_mean,harmony_mean,perceptr_mean,perceptr_var,tempo,label,,,,,,,,,,
metal.00068.wav,661504,0.130701,-0.00055,-0.00172,0.002982,161.499,metal,,,,,,,,,,
metal.00039.wav,661504,0.088235,-1.14E-05,-0.00024,0.001379,117.4538,metal,,,,,,,,,,
hiphop.00011.wav,661794,0.094151,-3.05E-05,-0.00115,0.012436,135.9992,hiphop,,,,,,,,,,
rock.00070.wav,661794,0.139119,-0.00227,-0.00065,0.000897,172.2656,rock,,,,,,,,,,
jazz.00021.wav,661794,0.181372,3.97E-05,0.000313,0.000582,123.0469,jazz,,,,,,,,,,
disco.00054.wav,661504,0.114603,-3.56E-06,-0.00012,0.0012,112.3471,disco,,,,,,,,,,
pop.00076.wav,661504,0.142741,-1.19E-05,0.000101,0.017313,215.332,pop,,,,,,,,,,
reggae.00095.wav,661504,0.103169,-6.68E-06,-8.80E-05,0.008806,123.0469,reggae,,,,,,,,,,
hiphop.00053.wav,661794,0.107077,-5.25E-06,-1.45E-05,0.003759,107.666,hiphop,,,,,,,,,,
reggae.00014.wav,661794,0.064091,-0.00294,-0.00275,0.003538,129.1992,reggae,,,,,,,,,,
classical.00070.wav,661794,0.070838,-0.00018,-0.00019,2.94E-05,161.499,classical,,,,,,,,,,
rock.00003.wav,661794,0.043099,4.48E-05,-7.43E-05,0.00518,95.70313,rock,,,,,,,,,,
disco.00082.wav,661504,0.138198,-0.00019,-5.76E-05,0.020642,123.0469,disco,,,,,,,,,,
blues.00033.wav,661794,0.041974,5.59E-06,-3.11E-06,0.000993,151.9991,blues,,,,,,,,,,
disco.00050.wav,661504,0.12874,-2.13E-07,7.07E-05,0.007515,107.666,disco,,,,,,,,,,
pop.00026.wav,661504,0.103494,3.02E-06,6.23E-05,0.011617,75.99954,pop,,,,,,,,,,
jazz.00068.wav,661794,0.061204,-0.00103,-0.00068,0.001634,73.82813,jazz,,,,,,,,,,
disco.00081.wav,661504,0.116402,-4.58E-07,3.62E-07,0.003668,86.13281,disco,,,,,,,,,,
classical.00013.wav,661794,0.080876,-3.17E-06,-1.16E-05,7.52E-05,129.1992,classical,,,,,,,,,,
classical.00060.wav,661794,0.10402,-0.00094,-0.00064,0.000529,123.0469,classical,,,,,,,,,,
pop.00053.wav,661504,0.106928,-1.31E-05,-3.82E-05,0.007738,161.499,pop,,,,,,,,,,
pop.00028.wav,661504,0.121207,3.73E-06,-1.06E-05,0.011235,99.38401,pop,,,,,,,,,,
metal.00060.wav,661794,0.139485,-4.23E-05,-0.00101,0.003401,89.10291,metal,,,,,,,,,,
country.00087.wav,661794,0.07396,8.13E-07,-2.23E-05,0.002496,143.5547,country,,,,,,,,,,
pop.00057.wav,661504,0.154059,-1.46E-07,-0.00013,0.029989,103.3594,pop,,,,,,,,,,
classical.00049.wav,661408,0.109446,-0.00061,-0.001,0.001327,103.3594,classical,,,,,,,,,,
jazz.00024.wav,661794,0.093223,4.28E-05,0.000333,0.000872,103.3594,jazz,,,,,,,,,,
jazz.00092.wav,661794,0.075477,-2.57E-05,-0.00017,6.06E-05,117.4538,jazz,,,,,,,,,,
jazz.00058.wav,661794,0.0996,0.000121,0.000385,0.001867,123.0469,jazz,,,,,,,,,,
classical.00061.wav,661794,0.076105,-0.00059,-0.00057,0.00021,151.9991,classical,,,,,,,,,,
jazz.00061.wav,666820,0.094259,-0.00023,-0.00207,0.005344,172.2656,jazz,,,,,,,,,,
disco.00076.wav,661504,0.121861,0.00024,0.000529,0.006543,129.1992,disco,,,,,,,,,,
disco.00052.wav,661504,0.169775,-0.00238,-0.0016,0.007079,123.0469,disco,,,,,,,,,,
blues.00071.wav,661794,0.134641,-1.08E-05,-0.00038,0.002389,73.82813,blues,,,,,,,,,,
blues.00007.wav,661794,0.061442,1.94E-05,-4.81E-05,0.004839,92.28516,blues,,,,,,,,,,
metal.00093.wav,661504,0.141609,-0.00035,-0.00144,0.002063,172.2656,metal,,,,,,,,,,
country.00010.wav,661794,0.07654,-1.08E-06,-3.66E-06,0.000676,80.74951,country,,,,,,,,,,
blues.00075.wav,661794,0.108509,-0.00473,-0.00558,0.018244,117.4538,blues,,,,,,,,,,
reggae.00088.wav,661504,0.189188,-5.14E-07,1.44E-06,0.005358,107.666,reggae,,,,,,,,,,
reggae.00023.wav,661794,0.120247,-0.00265,-0.00288,0.002532,129.1992,reggae,,,,,,,,,,
disco.00061.wav,661504,0.115834,0.003069,0.003547,0.02438,123.0469,disco,,,,,,,,,,
jazz.00005.wav,661794,0.057875,-3.01E-06,-1.82E-05,0.00134,107.666,jazz,,,,,,,,,,
metal.00013.wav,661504,0.203523,-5.95E-07,-5.48E-05,0.001653,135.9992,metal,,,,,,,,,,
pop.00042.wav,661504,0.143672,0.000273,0.001804,0.016644,92.28516,pop,,,,,,,,,,
jazz.00012.wav,661794,0.06369,2.08E-05,0.000124,0.000271,112.3471,jazz,,,,,,,,,,
rock.00024.wav,661794,0.14343,-0.00016,-0.00087,0.004407,73.82813,rock,,,,,,,,,,
metal.00094.wav,661504,0.160827,-5.57E-05,-0.00043,0.002184,161.499,metal,,,,,,,,,,
metal.00059.wav,661794,0.149822,-2.57E-05,-0.0011,0.006077,99.38401,metal,,,,,,,,,,
pop.00054.wav,661504,0.13599,-7.68E-05,0.000194,0.020507,129.1992,pop,,,,,,,,,,
blues.00021.wav,661794,0.047907,-6.30E-06,-7.88E-05,0.002211,99.38401,blues,,,,,,,,,,
metal.00046.wav,661794,0.16368,-2.26E-06,-6.84E-05,0.008922,117.4538,metal,,,,,,,,,,
country.00067.wav,661794,0.035364,-1.93E-06,-1.57E-05,0.000547,64.59961,country,,,,,,,,,,
pop.00030.wav,661504,0.148679,-1.49E-05,2.56E-05,0.011496,95.70313,pop,,,,,,,,,,
country.00029.wav,661794,0.054211,-1.37E-06,-1.05E-05,0.002311,89.10291,country,,,,,,,,,,
reggae.00085.wav,661504,0.099363,-1.53E-05,-0.00028,0.005197,86.13281,reggae,,,,,,,,,,
reggae.00013.wav,661794,0.070617,5.38E-07,-1.80E-05,0.004988,123.0469,reggae,,,,,,,,,,
hiphop.00001.wav,661504,0.097706,5.25E-07,-0.00018,0.01649,92.28516,hiphop,,,,,,,,,,
metal.00092.wav,661504,0.093286,-4.28E-07,-2.03E-05,0.005107,117.4538,metal,,,,,,,,,,
blues.00013.wav,661794,0.051402,-1.60E-05,-6.10E-05,0.001605,107.666,blues,,,,,,,,,,
classical.00028.wav,661794,0.081095,-2.91E-06,-1.21E-05,0.000214,161.499,classical,,,,,,,,,,
reggae.00044.wav,661504,0.087572,5.45E-07,-7.44E-06,0.006776,172.2656,reggae,,,,,,,,,,
reggae.00004.wav,661794,0.084453,5.09E-08,-2.36E-05,0.004087,123.0469,reggae,,,,,,,,,,
jazz.00095.wav,661794,0.063363,-4.40E-06,-3.11E-05,0.000292,117.4538,jazz,,,,,,,,,,
rock.00081.wav,661794,0.136132,3.73E-07,-7.33E-06,0.002538,117.4538,rock,,,,,,,,,,
hiphop.00030.wav,661760,0.172686,-5.55E-05,-0.00139,0.007637,89.10291,hiphop,,,,,,,,,,
rock.00041.wav,661794,0.148356,-2.08E-07,-1.10E-05,0.006289,117.4538,rock,,,,,,,,,,
jazz.00003.wav,661794,0.04465,-1.83E-06,-4.02E-05,0.000308,92.28516,jazz,,,,,,,,,,
disco.00049.wav,661504,0.135276,-2.37E-06,-1.11E-05,0.019994,123.0469,disco,,,,,,,,,,
blues.00058.wav,661794,0.104352,-3.32E-06,-2.89E-05,0.009363,107.666,blues,,,,,,,,,,
reggae.00066.wav,661504,0.067088,-1.18E-07,1.10E-05,0.004506,161.499,reggae,,,,,,,,,,
rock.00052.wav,661794,0.088567,0.001923,0.00094,0.002969,129.1992,rock,,,,,,,,,,
blues.00097.wav,661794,0.044615,-9.97E-06,-0.00028,0.004026,117.4538,blues,,,,,,,,,,
metal.00061.wav,661794,0.166524,-0.00126,-0.0025,0.003724,107.666,metal,,,,,,,,,,
blues.00047.wav,661794,0.075324,-0.00375,-0.00302,0.001532,151.9991,blues,,,,,,,,,,
metal.00029.wav,661504,0.16328,-8.19E-07,-2.76E-05,0.002051,123.0469,metal,,,,,,,,,,
pop.00086.wav,661504,0.185154,-4.80E-05,-0.00036,0.005254,129.1992,pop,,,,,,,,,,
pop.00036.wav,661504,0.115057,1.52E-06,-2.49E-05,0.016704,99.38401,pop,,,,,,,,,,
reggae.00094.wav,661504,0.095619,-3.16E-07,-0.00014,0.003683,129.1992,reggae,,,,,,,,,,
metal.00001.wav,661504,0.152841,1.88E-07,-5.40E-05,0.001554,78.30256,metal,,,,,,,,,,
jazz.00087.wav,661794,0.042835,-2.46E-05,-0.00018,0.000198,135.9992,jazz,,,,,,,,,,
jazz.00099.wav,661794,0.046179,-1.23E-06,-2.80E-05,0.000106,135.9992,jazz,,,,,,,,,,
pop.00041.wav,661504,0.075331,-3.43E-06,-2.52E-05,0.000814,107.666,pop,,,,,,,,,,
country.00025.wav,661794,0.057277,2.54E-07,-8.32E-06,0.000738,73.82813,country,,,,,,,,,,
hiphop.00088.wav,661794,0.149886,-2.04E-05,-0.00037,0.005826,117.4538,hiphop,,,,,,,,,,
pop.00020.wav,661504,0.179641,-1.09E-06,-3.19E-05,0.019106,107.666,pop,,,,,,,,,,
jazz.00093.wav,661794,0.08172,5.75E-07,-2.85E-05,0.000165,83.35433,jazz,,,,,,,,,,
rock.00008.wav,661794,0.084951,-1.74E-05,-2.40E-05,0.008646,172.2656,rock,,,,,,,,,,
disco.00028.wav,661794,0.198375,8.49E-06,-2.77E-06,0.011767,123.0469,disco,,,,,,,,,,
hiphop.00062.wav,661794,0.109516,2.02E-06,0.000131,0.024648,92.28516,hiphop,,,,,,,,,,
country.00082.wav,661794,0.106063,-3.20E-06,-4.96E-05,0.00934,117.4538,country,,,,,,,,,,
jazz.00027.wav,661794,0.062681,-2.28E-06,-5.61E-05,0.000176,143.5547,jazz,,,,,,,,,,
metal.00048.wav,661794,0.176574,-3.18E-06,-0.00014,0.010214,107.666,metal,,,,,,,,,,
metal.00080.wav,661504,0.144055,-6.82E-07,2.55E-05,0.004081,161.499,metal,,,,,,,,,,
blues.00004.wav,661794,0.101461,-1.76E-05,-1.01E-05,0.003094,135.9992,blues,,,,,,,,,,
metal.00054.wav,661794,0.195718,-7.81E-06,-0.00015,0.009336,123.0469,metal,,,,,,,,,,
classical.00041.wav,661794,0.078817,-1.62E-05,-4.32E-06,9.75E-06,123.0469,classical,,,,,,,,,,
hiphop.00018.wav,661794,0.145725,-1.20E-05,-0.00016,0.014288,143.5547,hiphop,,,,,,,,,,
classical.00088.wav,661794,0.070566,-1.94E-06,-4.12E-06,8.43E-05,103.3594,classical,,,,,,,,,,
country.00081.wav,661794,0.101048,-6.05E-07,-3.02E-05,0.008282,89.10291,country,,,,,,,,,,
metal.00025.wav,661504,0.126073,-0.00031,-0.00151,0.002132,135.9992,metal,,,,,,,,,,
reggae.00075.wav,661504,0.135012,1.46E-05,0.000193,0.008169,143.5547,reggae,,,,,,,,,,
hiphop.00009.wav,661794,0.098309,-0.00099,-0.00447,0.014509,103.3594,hiphop,,,,,,,,,,
reggae.00069.wav,661504,0.080375,-5.14E-08,1.30E-05,0.002036,143.5547,reggae,,,,,,,,,,
disco.00080.wav,661504,0.084742,-0.00335,-0.00154,0.001782,99.38401,disco,,,,,,,,,,
reggae.00043.wav,661504,0.076013,2.18E-07,-1.14E-05,0.002125,151.9991,reggae,,,,,,,,,,
classical.00089.wav,661794,0.166653,-0.00079,-0.00033,4.54E-05,99.38401,classical,,,,,,,,,,
metal.00098.wav,661794,0.115697,-7.94E-06,-1.97E-05,0.008157,151.9991,metal,,,,,,,,,,
metal.00053.wav,661794,0.172567,-5.26E-06,-0.00017,0.012235,123.0469,metal,,,,,,,,,,
country.00041.wav,661794,0.09586,8.08E-06,0.000174,0.002288,129.1992,country,,,,,,,,,,
country.00014.wav,661794,0.124784,-1.77E-06,-6.98E-06,0.002594,135.9992,country,,,,,,,,,,
jazz.00089.wav,661794,0.062752,-2.40E-05,-0.00016,3.00E-05,54.97839,jazz,,,,,,,,,,
blues.00049.wav,661794,0.039961,-0.00421,-0.00217,0.000625,123.0469,blues,,,,,,,,,,
hiphop.00044.wav,675808,0.140746,0.000139,0.00015,0.000424,117.4538,hiphop,,,,,,,,,,
country.00052.wav,661794,0.035463,9.47E-05,0.000499,0.000258,71.77734,country,,,,,,,,,,
jazz.00001.wav,661794,0.059294,6.52E-05,0.000224,0.000109,135.9992,jazz,,,,,,,,,,
reggae.00016.wav,661794,0.079248,-0.00369,-0.00486,0.00762,143.5547,reggae,,,,,,,,,,
pop.00017.wav,661504,0.126163,-0.00042,-0.00167,0.002996,107.666,pop,,,,,,,,,,
classical.00083.wav,661794,0.050776,-3.57E-06,-5.96E-06,1.93E-05,117.4538,classical,,,,,,,,,,
hiphop.00025.wav,661794,0.107425,-1.34E-05,-0.00035,0.019914,107.666,hiphop,,,,,,,,,,
reggae.00063.wav,661504,0.083335,-0.00213,-0.00199,0.001666,184.5703,reggae,,,,,,,,,,
rock.00088.wav,661794,0.161723,-0.00176,-0.00127,0.002693,92.28516,rock,,,,,,,,,,
jazz.00079.wav,661794,0.107845,-1.48E-06,-3.87E-05,0.000703,107.666,jazz,,,,,,,,,,
pop.00067.wav,661504,0.190956,0.000184,0.000704,0.018185,112.3471,pop,,,,,,,,,,
country.00042.wav,661794,0.087044,3.79E-06,-2.00E-05,0.002518,103.3594,country,,,,,,,,,,
pop.00016.wav,661504,0.153314,-3.27E-06,3.94E-05,0.01365,107.666,pop,,,,,,,,,,
blues.00085.wav,661794,0.059392,-5.86E-06,-0.00012,0.002805,143.5547,blues,,,,,,,,,,
jazz.00047.wav,661794,0.093536,-0.00093,-0.00109,0.000465,69.83742,jazz,,,,,,,,,,
country.00099.wav,661794,0.108246,-1.21E-05,5.51E-06,0.010635,143.5547,country,,,,,,,,,,
blues.00009.wav,661794,0.079175,-1.66E-06,-2.33E-05,0.001677,80.74951,blues,,,,,,,,,,
rock.00060.wav,661794,0.134644,-0.00106,-0.00217,0.002615,89.10291,rock,,,,,,,,,,
blues.00043.wav,661794,0.087175,-0.00249,-0.00399,0.004677,129.1992,blues,,,,,,,,,,
hiphop.00064.wav,661794,0.079792,2.14E-06,0.000536,0.033853,86.13281,hiphop,,,,,,,,,,
reggae.00042.wav,661504,0.105635,-0.00096,-0.00106,0.001771,123.0469,reggae,,,,,,,,,,
blues.00052.wav,661794,0.067188,-3.41E-06,-3.62E-05,0.003526,151.9991,blues,,,,,,,,,,
disco.00033.wav,661794,0.124487,-5.52E-06,1.56E-07,0.00425,129.1992,disco,,,,,,,,,,
rock.00085.wav,661794,0.120977,-1.60E-06,-2.03E-05,0.000579,184.5703,rock,,,,,,,,,,
reggae.00018.wav,661794,0.077404,-0.00348,-0.00265,0.003409,151.9991,reggae,,,,,,,,,,
jazz.00033.wav,661794,0.042333,-0.00082,-0.00102,0.000668,95.70313,jazz,,,,,,,,,,
hiphop.00097.wav,661794,0.116005,-5.85E-05,-0.00098,0.003001,151.9991,hiphop,,,,,,,,,,
metal.00097.wav,661794,0.086226,3.45E-06,-3.71E-05,0.007835,112.3471,metal,,,,,,,,,,
metal.00082.wav,661504,0.141266,-0.0026,-0.00337,0.006364,123.0469,metal,,,,,,,,,,
classical.00030.wav,661794,0.063705,0.000664,0.000154,4.02E-05,117.4538,classical,,,,,,,,,,
country.00060.wav,661794,0.042916,-1.29E-05,-0.00016,0.001393,69.83742,country,,,,,,,,,,
country.00007.wav,661100,0.112936,-0.00011,-0.00127,0.004457,103.3594,country,,,,,,,,,,
blues.00023.wav,661794,0.052467,-2.36E-05,-0.00012,0.002111,184.5703,blues,,,,,,,,,,
hiphop.00023.wav,661794,0.106657,-1.87E-06,-0.00036,0.010508,92.28516,hiphop,,,,,,,,,,
country.00089.wav,661794,0.052492,-1.80E-06,-5.57E-05,0.001658,143.5547,country,,,,,,,,,,
reggae.00007.wav,661794,0.073875,9.00E-06,-1.60E-05,0.002277,151.9991,reggae,,,,,,,,,,
reggae.00099.wav,661504,0.139596,-5.53E-07,-3.13E-05,0.006661,117.4538,reggae,,,,,,,,,,
reggae.00037.wav,661794,0.063258,1.06E-06,-7.05E-06,0.003282,151.9991,reggae,,,,,,,,,,
jazz.00077.wav,661794,0.130882,3.97E-06,-5.55E-05,0.002294,184.5703,jazz,,,,,,,,,,
rock.00072.wav,661794,0.081702,-0.00158,0.000453,0.005199,103.3594,rock,,,,,,,,,,
jazz.00071.wav,661794,0.042571,-0.00068,-0.00074,0.000756,151.9991,jazz,,,,,,,,,,
rock.00021.wav,661794,0.121568,-6.29E-05,-0.00103,0.005907,184.5703,rock,,,,,,,,,,
reggae.00049.wav,661504,0.08069,5.01E-07,3.79E-06,0.003818,95.70313,reggae,,,,,,,,,,
hiphop.00076.wav,661504,0.096652,0.00122,0.001194,0.02131,95.70313,hiphop,,,,,,,,,,
metal.00049.wav,661794,0.193988,6.40E-06,-0.00011,0.009902,99.38401,metal,,,,,,,,,,
hiphop.00012.wav,661794,0.087254,-3.62E-05,-0.00152,0.010335,99.38401,hiphop,,,,,,,,,,
classical.00068.wav,661794,0.095173,-0.00015,-0.00017,7.50E-05,83.35433,classical,,,,,,,,,,
pop.00095.wav,661504,0.106403,-2.08E-05,-0.00025,0.032382,103.3594,pop,,,,,,,,,,
classical.00056.wav,663080,0.096722,-0.00065,-0.00116,0.001243,95.70313,classical,,,,,,,,,,
reggae.00054.wav,661504,0.101577,-0.00572,-0.00275,0.002169,143.5547,reggae,,,,,,,,,,
country.00000.wav,663300,0.107205,-0.00014,-0.00123,0.004807,86.13281,country,,,,,,,,,,
rock.00023.wav,661794,0.115567,-0.00017,-0.00087,0.00236,73.82813,rock,,,,,,,,,,
blues.00069.wav,661794,0.125129,-9.88E-05,-0.00026,0.002517,78.30256,blues,,,,,,,,,,
hiphop.00024.wav,661794,0.13886,-0.00185,-0.00312,0.019036,103.3594,hiphop,,,,,,,,,,
classical.00037.wav,661794,0.093915,0.000192,8.23E-05,0.000364,161.499,classical,,,,,,,,,,
classical.00063.wav,661794,0.036045,-0.00157,-0.00022,9.44E-06,95.70313,classical,,,,,,,,,,
reggae.00034.wav,661794,0.044601,3.11E-07,-1.14E-05,0.002116,184.5703,reggae,,,,,,,,,,
jazz.00008.wav,661794,0.046267,4.60E-07,-2.06E-05,0.001217,107.666,jazz,,,,,,,,,,
reggae.00070.wav,661504,0.060986,-1.21E-06,-1.01E-05,0.003137,172.2656,reggae,,,,,,,,,,
rock.00017.wav,661794,0.140548,-4.14E-05,-0.00106,0.005271,123.0469,rock,,,,,,,,,,
pop.00087.wav,661504,0.146459,-3.18E-07,4.02E-05,0.007993,103.3594,pop,,,,,,,,,,
classical.00099.wav,661794,0.080685,-0.00062,-0.00047,3.69E-06,95.70313,classical,,,,,,,,,,
disco.00047.wav,661504,0.087009,-1.26E-06,-1.43E-05,0.000184,123.0469,disco,,,,,,,,,,
jazz.00091.wav,661794,0.15148,-3.86E-05,-0.00015,5.52E-05,112.3471,jazz,,,,,,,,,,
country.00035.wav,661794,0.104365,1.67E-06,8.78E-05,0.003022,99.38401,country,,,,,,,,,,
hiphop.00073.wav,661794,0.085621,1.43E-06,-0.0003,0.018432,92.28516,hiphop,,,,,,,,,,
rock.00098.wav,661794,0.048724,7.99E-07,-1.27E-05,0.000653,73.82813,rock,,,,,,,,,,
reggae.00030.wav,661794,0.070471,-1.48E-06,-1.46E-05,0.001681,75.99954,reggae,,,,,,,,,,
classical.00024.wav,661794,0.071629,-3.63E-06,-1.60E-05,0.000213,151.9991,classical,,,,,,,,,,
pop.00003.wav,661504,0.085323,7.32E-07,6.36E-05,0.003789,92.28516,pop,,,,,,,,,,
classical.00050.wav,661794,0.049487,0.00018,0.000174,1.58E-06,107.666,classical,,,,,,,,,,
rock.00099.wav,661794,0.076305,4.60E-07,-1.58E-05,0.000191,123.0469,rock,,,,,,,,,,
country.00066.wav,661794,0.098904,1.39E-06,-1.41E-05,0.003823,112.3471,country,,,,,,,,,,
jazz.00062.wav,661794,0.067516,-0.00073,-0.00112,0.000838,151.9991,jazz,,,,,,,,,,
rock.00022.wav,661794,0.138443,-0.00012,-0.001,0.007949,198.768,rock,,,,,,,,,,
reggae.00091.wav,661504,0.123836,-6.19E-07,-5.40E-06,0.001474,143.5547,reggae,,,,,,,,,,
reggae.00017.wav,661794,0.077952,-0.00183,-0.0025,0.004627,129.1992,reggae,,,,,,,,,,
disco.00075.wav,661504,0.129896,5.62E-07,-3.73E-05,0.004259,135.9992,disco,,,,,,,,,,
blues.00087.wav,661794,0.050869,1.18E-07,-7.80E-05,0.003561,172.2656,blues,,,,,,,,,,
hiphop.00002.wav,661504,0.058712,-0.00095,-0.00183,0.003253,99.38401,hiphop,,,,,,,,,,
jazz.00081.wav,661794,0.100127,-0.00013,-0.00073,0.000449,117.4538,jazz,,,,,,,,,,
disco.00088.wav,661504,0.131406,2.21E-06,7.41E-05,0.006244,123.0469,disco,,,,,,,,,,
disco.00071.wav,661504,0.1559,4.66E-07,3.18E-05,0.003706,112.3471,disco,,,,,,,,,,
classical.00095.wav,661794,0.124354,-0.00104,-0.00024,1.40E-05,86.13281,classical,,,,,,,,,,
disco.00007.wav,661794,0.140292,1.23E-06,-1.77E-05,0.011925,129.1992,disco,,,,,,,,,,
country.00090.wav,661794,0.098997,-2.22E-07,8.43E-06,0.005407,135.9992,country,,,,,,,,,,
pop.00034.wav,661504,0.130993,-3.10E-06,-3.30E-05,0.011091,95.70313,pop,,,,,,,,,,
disco.00053.wav,661504,0.154213,-6.40E-06,-3.92E-06,0.010277,135.9992,disco,,,,,,,,,,
blues.00093.wav,661794,0.021697,3.40E-07,-0.0001,0.000237,58.72692,blues,,,,,,,,,,
